1000,276.2095420360565
1100,336.1871660351753
1200,398.50370901823044
1300,474.85199999809265
1400,548.3645839691162
1500,632.5166670084
1600,725.0035830140114
1700,811.2327499985695
1800,952.0713750123978
1900,1008.4067090153694
2000,1118.7655420303345
2100,1226.0080419778824
2200,1341.6847079992294
2300,1461.1462500095367
2400,1592.054292023182
2500,1733.8552080392838
2600,1862.5128340125084
2700,2019.6558750271797
2800,2159.685375034809
2900,2320.1081669926643
3000,2487.8146250247955
3100,2648.0017919540405
3200,2837.6183339953423
3300,3002.1890830397606
3400,3176.234084010124
3500,3373.4653329849243
3600,3570.86066699028
3700,3760.029166996479
3800,3970.729707956314
3900,4199.263417005539
4000,4417.9068749547005
4100,4636.853999972343
4200,4864.724834024906
4300,5098.6687089800835
4400,5336.370958030224
4500,5583.025916039944
4600,5835.474291026592
4700,6083.3086250424385
4800,6358.897000014782
4900,6590.512708008289
5000,6864.677375018597
5100,7149.715292036533
5200,7429.462709009647
5300,7717.6606249809265
5400,8000.67316699028
5500,8308.653874993324
5600,8610.392915964127
5700,8920.190916955471
5800,9259.881624996662
5900,38511.12066698074
6000,10027.83854097128
6100,10268.597458004951
6200,10607.352333009243
6300,10923.326124966145
6400,11269.989874958992
6500,11608.998875021935
6600,11946.307165980339
6700,12327.180750012398
6800,12684.444999992847
6900,13071.057332992554
7000,13476.079124987125
7100,13853.59629201889
7200,14222.865290999413
7300,14636.98612499237
7400,15036.01608300209
7500,15501.99579101801
7600,15856.491374969482
7700,16271.897958993912
7800,16701.82604199648
7900,17128.29224997759
8000,17560.20024996996
8100,18037.391250014305
8200,18450.030041992664
8300,18926.76316702366
8400,19367.022041976452
8500,19833.963708996773
8600,20308.436165988445
8700,20832.28708398342
8800,21263.750416994095
8900,21732.38670796156
9000,22286.411415994167
9100,22756.87012499571
9200,23248.120999991894
9300,23762.617416977882
9400,24479.01479202509
9500,25096.154667019844
9600,25506.54916602373
9700,26042.009041011333
9800,26570.823791980743
9900,27099.57341694832
10000,27649.48620802164
10100,28245.284084022045
10200,28750.3845410347
10300,29444.596957981586
10400,29934.78137499094
10500,31057.117457985878
10600,31166.734707951546
10700,31673.091125011444
10800,32305.94454205036
10900,32910.90483301878
11000,33501.00566601753
11100,34295.51995897293
11200,34762.26387500763
11300,35445.16554200649
11400,36188.24141597748
11500,36730.15754199028
11600,37426.37374997139
11700,38065.66008299589
11800,38766.32041698694
11900,39462.03008401394
12000,40423.56570804119
