1000,141.70045799016953
1100,167.74683302640915
1200,199.20720800757408
1300,233.33020800352097
1400,269.55112501978874
1500,315.68237498402596
1600,345.6130000054836
1700,390.2128329873085
1800,434.4127919971943
1900,482.6044590175152
2000,533.6657080054283
2100,587.506500005722
2200,642.3134999871254
2300,701.9291249811649
2400,770.904374986887
2500,828.3512090146542
2600,891.3581250011921
2700,959.9798330068588
2800,1030.2109170258045
2900,1112.0177089869976
3000,1190.7806250154972
3100,1260.6577500104904
3200,1341.668415993452
3300,1442.785667002201
3400,1510.8536249995232
3500,1599.296667009592
3600,1699.4528329968452
3700,1793.8155000209808
3800,1894.5643749833107
3900,2000.0173749923706
4000,2080.529750019312
4100,2189.433291018009
4200,2301.0536250174046
4300,2408.189999997616
4400,2522.772000014782
4500,2628.7379580140114
4600,2752.8443329930305
4700,2878.347000002861
4800,2982.4363339841366
4900,3124.7101249992847
5000,3240.0928330123425
5100,3374.666124999523
5200,3510.7861250042915
5300,3653.8979170024395
5400,3764.4778330028057
5500,3919.8569169938564
5600,4065.967916995287
5700,4208.542041987181
5800,4366.13358399272
5900,4505.656416982412
6000,4646.39141702652
6100,4811.152042001486
6200,4968.254209011793
6300,5126.90695899725
6400,5297.211416989565
6500,5477.195874989033
6600,5730.15533298254
6700,5842.303209006786
6800,5966.9387920200825
6900,6144.385625004768
7000,6400.708875000477
7100,6548.168707996607
7200,6796.677958011627
7300,7048.027792006731
7400,7155.839415997267
7500,7373.882375001907
7600,7524.502041995525
7700,7830.972375005484
7800,7961.395292013884
7900,8312.84691697359
8000,8427.237208008766
8100,8618.947625011206
8200,8787.312083005905
8300,9077.240374982357
8400,9226.8125
8500,9487.936874985695
8600,9684.91504201293
8700,9832.35183301568
8800,10052.578666001558
8900,10276.071208000183
9000,10504.331000000238
9100,10829.84966698289
9200,11001.044832974672
9300,11240.520583987236
9400,11477.888417005539
9500,11690.760874986649
9600,11970.59354197979
9700,12318.976334005594
9800,12532.018041998148
9900,12753.74883300066
10000,12914.716375023127
